,activity_id,additional_allowed_model_components,description,end_year,experiment,experiment_id,min_number_yrs_per_sim,parent_activity_id,parent_experiment_id,required_model_components,start_year,sub_experiment_id,tier
277,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",Future scenario with low radiative forcing throughout reaching about 1.9 W/m2 in 2100 based on SSP1. Concentration-driven,2100,"low-end scenario reaching 1.9 W m-2, based on SSP1",ssp119,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],2
278,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']","Future scenario with low radiative forcing by the end of century. Following approximately RCP2.6 global forcing pathway but with new forcing based on SSP1. Concentration-driven. As a tier 2 option, this simulation should be extended to year 2300",2100 or 2300,update of RCP2.6 based on SSP1,ssp126,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],1
279,['LUMIP'],"['AER', 'CHEM', 'BGC']","Additional land use policy sensitivity simulation for low radiative forcing scenario, keep all forcings the same as ScenarioMIP SSP1-2.6 (afforestation scenario), but replace land use from SSP3-7 (afforestation) scenario; concentration-driven",2100,SSP1-2.6 with SSP3-7.0 land use,ssp126-ssp370Lu,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],1
280,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",Future scenario with medium radiative forcing by the end of century. Following approximately RCP4.5 global forcing pathway but with new forcing based on SSP2. Concentration-driven,2100,update of RCP4.5 based on SSP2,ssp245,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],1
281,['DAMIP'],"['AER', 'CHEM', 'BGC']",Extension of well-mixed GHG-only run under SSP2-4.5. Models with interactive chemistry schemes should either turn off the chemistry or use a preindustrial climatology of stratospheric and tropospheric ozone in their radiation schemes,2100,well-mixed GHG-only SSP2-4.5 run,ssp245-GHG,80,['DAMIP'],['hist-GHG'],['AOGCM'],2021,['none'],2
282,['DAMIP'],"['AER', 'CHEM', 'BGC']",Extension of aerosol-only run under SSP2-4.5,2100,aerosol-only SSP2-4.5 run,ssp245-aer,80,['DAMIP'],['hist-aer'],['AOGCM'],2021,['none'],3
283,['DAMIP'],"['AER', 'CHEM', 'BGC']","Detection and attribution experiment: well-mixed GHG-only run based on ssp245-covid, with 2-year perturbation to emissions for 2020 and 2021 due to Covid-19 pandemic restrictions. Concentration-driven",2024 or 2050,"2-year Covid-19 emissions blip including well mixed GHG only, based upon ssp245",ssp245-cov-GHG,5,['ScenarioMIP'],['ssp245'],['AOGCM'],2020,['none'],3
284,['DAMIP'],"['AER', 'CHEM', 'BGC']","Detection and attribution experiment: aerosol-only run based on ssp245-covid, with 2-year perturbation to emissions for 2020 and 2021 due to Covid-19 pandemic restrictions. Concentration-driven",2024 or 2050,"2-year Covid-19 emissions blip including anthropogenic aerosols only, based upon ssp245",ssp245-cov-aer,5,['ScenarioMIP'],['ssp245'],['AOGCM'],2020,['none'],3
285,['DAMIP'],"['AER', 'CHEM', 'BGC']","Future scenario based on ssp245, but following a path of increased emissions due to a fossil-fuel rebound economic recovery from the Covid-19 pandemic restrictions. Concentration-driven",2050,"2-year Covid-19 emissions blip followed by increased emissions due to a fossil-fuel based recovery, based upon ssp245",ssp245-cov-fossil,31,['ScenarioMIP'],['ssp245'],['AOGCM'],2020,['none'],3
286,['DAMIP'],"['AER', 'CHEM', 'BGC']","Future scenario based on ssp245, but following a path of reduced emissions due to a moderate-green stimulus economic recovery from the Covid-19 pandemic restrictions. Concentration-driven",2050,"2-year Covid-19 emissions blip followed by moderate-green stimulus recovery, based upon ssp245",ssp245-cov-modgreen,31,['ScenarioMIP'],['ssp245'],['AOGCM'],2020,['none'],3
287,['DAMIP'],"['AER', 'CHEM', 'BGC']","Future scenario based on ssp245, but following a path of reduced emissions due to a strong-green stimulus economic recovery from the Covid-19 pandemic restrictions. Concentration-driven",2050,"2-year Covid-19 emissions blip followed by strong-green stimulus recovery, based upon ssp245",ssp245-cov-strgreen,31,['ScenarioMIP'],['ssp245'],['AOGCM'],2020,['none'],2
288,['DAMIP'],"['AER', 'CHEM', 'BGC']","Future scenario based on ssp245, but with 2-year perturbation to emissions for 2020 and 2021 due to Covid-19 pandemic restrictions. Emissions revert to ssp245 after this. Concentration-driven",2024 or 2050,2-year Covid-19 emissions blip based upon ssp245,ssp245-covid,5,['ScenarioMIP'],['ssp245'],['AOGCM'],2020,['none'],2
289,['DAMIP'],"['AER', 'CHEM', 'BGC']",Extension of natural-only run under SSP2-4.5,2100,natural-only SSP2-4.5 run,ssp245-nat,80,['DAMIP'],['hist-nat'],['AOGCM'],2021,['none'],3
290,['DAMIP'],"['AER', 'BGC']","Extension of stratospheric ozone-only run under SSP2-4.5 (ssp245). In models with coupled chemistry, the chemistry scheme should be turned off, and the simulated ensemble mean monthly mean 3D stratospheric ozone concentrations from the SSP2-4.5 simulations should be prescribed. Tropospheric ozone should be fixed at 3D long-term monthly mean piControl values, with a value of 100 ppbv ozone concentration in this piControl climatology used to separate the troposphere from the stratosphere. In models without coupled chemistry the same stratospheric ozone prescribed in SSP2-4.5 should be prescribed. Stratospheric ozone concentrations will be provided by CCMI",2100,stratospheric ozone-only SSP2-4.5 (ssp245) run,ssp245-stratO3,80,['DAMIP'],['hist-stratO3'],['AOGCM'],2021,['none'],2
291,"['ScenarioMIP', 'AerChemMIP']","['AER', 'CHEM', 'BGC']",Future scenario with high radiative forcing by the end of century. Reaches about 7.0 W/m2 by 2100; fills gap in RCP forcing pathways between 6.0 and 8.5 W/m2. Concentration-driven,2100,gap-filling scenario reaching 7.0 based on SSP3,ssp370,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],1
292,['AerChemMIP'],"['CHEM', 'BGC']",Future SSP3-7.0 with reduced NTCF emissions,2100,"SSP3-7.0, with low NTCF emissions",ssp370-lowNTCF,86,['CMIP'],['historical'],"['AOGCM', 'AER']",2015,['none'],1
293,['AerChemMIP'],"['CHEM', 'BGC']","This experiment is identical to ssp370-lowNTCF except that the methane concentrations also follow the ""low"" scenario from SSP3-7.0_lowNTCF",2100,"SSP3-7.0, with low NTCF emissions and methane concentrations",ssp370-lowNTCFCH4,86,['CMIP'],['historical'],"['AOGCM', 'AER']",2015,['none'],3
294,['LUMIP'],"['AER', 'CHEM', 'BGC']","Additional land use policy sensitivity simulation for high radiative forcing scenario, keep all forcings the same as ScenarioMIP SSP3-7 (deforestation scenario), but replace land use from SSP1-2.6 (afforestation) scenario; concentration-driven",2100,SSP3-7.0 with SSP1-2.6 land use,ssp370-ssp126Lu,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],1
295,['AerChemMIP'],"['CHEM', 'BGC']","Future SSP3-7.0, with SSTs prescribed from ssp370",2100,"SSP3-7.0, with SSTs prescribed from ssp370",ssp370SST,86,['CMIP'],['historical'],"['AGCM', 'AER']",2015,['none'],1
296,['AerChemMIP'],"['CHEM', 'BGC']","Future SSP3-7.0 with reduced aerosol emissions (from ssp370-lowNTCF), prescribed SSTs",2100,"SSP3-7.0, prescribed SSTs, with low aerosol emissions",ssp370SST-lowAer,86,['CMIP'],['historical'],"['AGCM', 'AER']",2015,['none'],2
297,['AerChemMIP'],"['CHEM', 'BGC']","Future SSP3-7.0 with reduced black carbon emissions, prescribed SSTs",2100,"SSP3-7.0, prescribed SSTs, with low black carbon emissions",ssp370SST-lowBC,86,['CMIP'],['historical'],"['AGCM', 'AER']",2015,['none'],2
298,['AerChemMIP'],['BGC'],"Future SSP3-7.0 with reduced CH4 concentrations, prescribed SSTs",2100,"SSP3-7.0, prescribed SSTs, with low methane concentrations",ssp370SST-lowCH4,86,['CMIP'],['historical'],"['AGCM', 'AER', 'CHEM']",2015,['none'],1
299,['AerChemMIP'],"['CHEM', 'BGC']","Future SSP3-7.0 with reduced NTCF emissions, prescribed SSTs",2100,"SSP3-7.0, prescribed SSTs, with low NTCF emissions",ssp370SST-lowNTCF,86,['CMIP'],['historical'],"['AGCM', 'AER']",2015,['none'],1
300,['AerChemMIP'],"['CHEM', 'BGC']","This experiment is identical to ssp370SST-lowNTCF except that the methane concentrations also follow the ""low"" scenario from SSP3-7.0_lowNTCF",2100,"SSP3-7.0, prescribed SSTs, with low NTCF emissions and methane concentrations",ssp370SST-lowNTCFCH4,86,['CMIP'],['historical'],"['AGCM', 'AER']",2015,['none'],3
301,['AerChemMIP'],['BGC'],"Future SSP3-7.0 with reduced ozone precursor emissions (from ssp370-lowNTCF), prescribed SSTs",2100,"SSP3-7.0, prescribed SSTs, with low ozone precursor emissions",ssp370SST-lowO3,86,['CMIP'],['historical'],"['AGCM', 'AER', 'CHEM']",2015,['none'],2
302,['AerChemMIP'],"['CHEM', 'BGC']","Future SSP3-7.0 with low land use change (from ssp126), prescribed SSTs",2100,"SSP3-7.0, prescribed SSTs, with SSP1-2.6 land use",ssp370SST-ssp126Lu,86,['CMIP'],['historical'],"['AGCM', 'AER']",2015,['none'],1
303,['AerChemMIP'],"['CHEM', 'BGC']",Experimental set up as ssp370SST except sea surface temperatures (SST) and sea ice concentrations (SICONC) are from a 2005-2014 climatology. Diagnostics are as ssp370SST,2100,"SSP3-7.0, with SSTs prescribed as present day",ssp370pdSST,86,['CMIP'],['historical'],"['AGCM', 'AER']",2015,['none'],2
304,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",Future scenario with low radiative forcing by the end of century. Reaches about 3.4 W/m2 by 2100; fills gap in RCP forcing pathways between 4.5 and 2.6 W/m2. Concentration-driven,2100,gap-filling scenario reaching 3.4 based on SSP4,ssp434,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],2
305,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",Future scenario with medium radiative forcing by the end of century. Following approximately RCP6.0 global forcing pathway but with new forcing based on SSP4. Concentration-driven,2100,update of RCP6.0 based on SSP4,ssp460,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],2
306,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",21st century overshoot scenario relative to SSP5_34. Branches from SSP5_85 at 2040 with emissions reduced to zero by 2070 and negative thereafter. This simulation should optionally be extended to year 2300,2100 or 2300,overshoot of 3.4 W/m**2 branching from ssp585 in 2040,ssp534-over,61,['ScenarioMIP'],['ssp585'],['AOGCM'],2040,['none'],2
307,['C4MIP'],"['AER', 'CHEM']",This simulation should optionally be extended to year 2300,2100 or 2300,biogeochemically-coupled version of the RCP3.4-overshoot based on SSP5,ssp534-over-bgc,61,['C4MIP'],['ssp585-bgc'],"['AOGCM', 'BGC']",2040,['none'],2
308,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']","Future scenario with high radiative forcing by the end of century. Following approximately RCP8.5 global forcing pathway but with new forcing based on SSP5. Concentration-driven. As a tier 2 option, this simulation should be extended to year 2300",2100 or 2300,update of RCP8.5 based on SSP5,ssp585,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],1
309,['C4MIP'],"['AER', 'CHEM']","Concentration-driven future scenario simulation, biogeochemically-coupled. This simulation should optionally be extended to year 2300",2100 or 2300,biogeochemically-coupled version of the RCP8.5 based on SSP5,ssp585-bgc,86,['C4MIP'],['hist-bgc'],"['AOGCM', 'BGC']",2015,['none'],2
310,['ISMIP6'],"['AER', 'CHEM', 'BGC']",Future climate from ScenarioMIP SSP5-8.5 simulation that includes interactive ice sheets. Set up follows the standard SSP5-8.5 experiment,2100 or 2300,ssp585 with interactive ice sheet,ssp585-withism,86,['ISMIP6'],['historical-withism'],"['AOGCM', 'ISM']",2015,['none'],2
311,['VolMIP'],"['AER', 'CHEM', 'BGC']","Parallel experiment to volc-cluster-ctrl, using restart files from the end of the historical simulation instead of from piControl, and boundary conditions from the 21st century SSP2-4.5 scenario experiment of ScenarioMIP",2100,volcanic cluster experiment under 21st century SSP2-4.5 scenario,volc-cluster-21C,86,['CMIP'],['historical'],['AOGCM'],2015,['none'],3
312,['VolMIP'],"['AER', 'CHEM', 'BGC']","Early 19th century cluster of strong tropical volcanic eruptions, including the 1809 event of unknown location, the 1815 Tambora and 1835 Cosigueina eruptions. Experiment initialized from PiControl",,19th century volcanic cluster initialized from PiControl,volc-cluster-ctrl,50,['CMIP'],['piControl'],['AOGCM'],,['none'],2
313,['VolMIP'],"['AER', 'CHEM', 'BGC']",Parallel experiment to volc-cluster-ctrl but with initial conditions taken from last millennium simulation to account for the effects of a more realistic history of past natural forcing. All forcings except volcanic kept constant from year AD 1790 on,1858,19th century volcanic cluster initialized from past1000,volc-cluster-mill,69,['PMIP'],['past1000'],['AOGCM'],1790,['none'],3
314,['VolMIP'],"['AER', 'CHEM', 'BGC']","Idealized equatorial eruption corresponding to an initial emission of 56.2 Tg of SO2. The eruption magnitude corresponds to recent estimates for the 1815 Tambora eruption (Sigl et al., 2015), the largest historical tropical eruption, which was linked to the so-called ""year without a summer"" in 1816. Experiment initialized from PiControl",,idealized equatorial volcanic eruption emitting 56.2 Tg SO2,volc-long-eq,20,['CMIP'],['piControl'],['AOGCM'],,['none'],1
315,['VolMIP'],"['AER', 'CHEM', 'BGC']",Idealized Northern Hemisphere high-latitude eruption emitting 28.1 Tg of SO2. Experiment initialized from PiControl,,idealized Northern Hemisphere high-latitude eruption emitting 28.1 Tg of SO2,volc-long-hlN,20,['CMIP'],['piControl'],['AOGCM'],,['none'],2
316,['VolMIP'],"['AER', 'CHEM', 'BGC']",Idealized Southern Hemisphere high-latitude eruption emitting 28.1 Tg of SO2. Experiment initialized from PiControl,,Idealized Southern Hemisphere high-latitude eruption emitting 28.1 Tg of SO2,volc-long-hlS,20,['CMIP'],['piControl'],['AOGCM'],,['none'],3
317,['VolMIP'],"['AER', 'CHEM', 'BGC']",1991 Pinatubo forcing as used in the CMIP6 historical simulations. Requires special diagnostics of radiative and latent heating rates. A large number of ensemble members is required to address internal atmospheric variability,,Pinatubo experiment,volc-pinatubo-full,3,['CMIP'],['piControl'],['AOGCM'],,['none'],1
318,['VolMIP'],"['AER', 'CHEM', 'BGC']","As volc-pinatubo-full, but with a slab ocean",,Pinatubo experiment with slab ocean,volc-pinatubo-slab,3,['VolMIP'],['control-slab'],"['AGCM', 'SLAB']",,['none'],3
319,['VolMIP'],"['AER', 'CHEM', 'BGC']","As volc-pinatubo-full, but with prescribed perturbation to the total (LW+SW) radiative heating rates",,"Pinatubo experiment with partial radiative forcing, includes only stratospheric warming",volc-pinatubo-strat,3,['CMIP'],['piControl'],['AOGCM'],,['none'],1
320,['VolMIP'],"['AER', 'CHEM', 'BGC']","As volc-pinatubo-full, but with prescribed perturbation to the shortwave flux to mimic the attenuation of solar radiation by volcanic aerosols",,"Pinatubo experiment with partial radiative forcing, solar radiation scattering only",volc-pinatubo-surf,3,['CMIP'],['piControl'],['AOGCM'],,['none'],1
321,['CDRMIP'],"['AER', 'CHEM']",Branch from beginning of year 2010 of the historical simulation with CO2 concentration and all other forcing held fixed at 2010 level (part of the CDR-yr2010-pulse experiment to diagnose CO2 emissions),2115,concentration-driven fixed 2010 forcing,yr2010CO2,106,['CMIP'],['historical'],"['AOGCM', 'BGC']",2010,['none'],3
